DU93W210_TET_0.5 %
     1.000000    0.002502
     0.994540    0.004239
     0.987654    0.006252
     0.978881    0.008702
     0.968320    0.011579
     0.956498    0.014729
     0.943953    0.018019
     0.931065    0.021353
     0.917961    0.024710
     0.904778    0.028065
     0.891576    0.031397
     0.878301    0.034722
     0.864982    0.038043
     0.851643    0.041354
     0.838325    0.044648
     0.825051    0.047909
     0.811771    0.051152
     0.798548    0.054354
     0.785298    0.057535
     0.772075    0.060685
     0.758878    0.063798
     0.745671    0.066879
     0.732431    0.069936
     0.719166    0.072974
     0.705916    0.075982
     0.692722    0.078948
     0.679570    0.081866
     0.666455    0.084734
     0.653358    0.087554
     0.640302    0.090319
     0.627328    0.093015
     0.614406    0.095637
     0.601524    0.098185
     0.588695    0.100652
     0.575886    0.103040
     0.563141    0.105340
     0.550471    0.107540
     0.537839    0.109641
     0.525275    0.111637
     0.512796    0.113517
     0.500435    0.115270
     0.488192    0.116883
     0.476043    0.118352
     0.463969    0.119672
     0.451929    0.120843
     0.439922    0.121866
     0.427974    0.122738
     0.416095    0.123448
     0.404238    0.123999
     0.392446    0.124388
     0.380713    0.124608
     0.369008    0.124659
     0.357325    0.124537
     0.345629    0.124243
     0.333925    0.123779
     0.322187    0.123147
     0.310465    0.122351
     0.298755    0.121390
     0.287076    0.120264
     0.275395    0.118969
     0.263736    0.117511
     0.252102    0.115888
     0.240515    0.114105
     0.228964    0.112156
     0.217454    0.110044
     0.206015    0.107774
     0.194644    0.105342
     0.183361    0.102751
     0.172168    0.099998
     0.161092    0.097090
     0.150150    0.094025
     0.139347    0.090803
     0.128719    0.087429
     0.118278    0.083903
     0.108049    0.080230
     0.098069    0.076417
     0.088363    0.072470
     0.078978    0.068404
     0.069954    0.064233
     0.061344    0.059980
     0.053215    0.055683
     0.045642    0.051388
     0.038681    0.047147
     0.032412    0.043039
     0.026881    0.039144
     0.022114    0.035528
     0.018068    0.032186
     0.014637    0.029060
     0.011719    0.026104
     0.009234    0.023292
     0.007124    0.020608
     0.005342    0.018029
     0.003855    0.015546
     0.002649    0.013130
     0.001715    0.010757
     0.001034    0.008409
     0.000559    0.006090
     0.000237    0.003822
     0.000047    0.001628
     0.000005   -0.000488
     0.000138   -0.002577
     0.000491   -0.004675
     0.001072   -0.006777
     0.001876   -0.008887
     0.002908   -0.011007
     0.004192   -0.013137
     0.005749   -0.015295
     0.007607   -0.017499
     0.009803   -0.019785
     0.012381   -0.022185
     0.015402   -0.024733
     0.018923   -0.027448
     0.022998   -0.030327
     0.027672   -0.033340
     0.032990   -0.036460
     0.038986   -0.039653
     0.045697   -0.042901
     0.053124   -0.046179
     0.061251   -0.049459
     0.070026   -0.052714
     0.079352   -0.055905
     0.089144   -0.059003
     0.099272   -0.061971
     0.109653   -0.064784
     0.120242   -0.067429
     0.131021   -0.069906
     0.141961   -0.072214
     0.153035   -0.074349
     0.164238   -0.076314
     0.175544   -0.078110
     0.186919   -0.079732
     0.198392   -0.081182
     0.209969   -0.082471
     0.221605   -0.083594
     0.233318   -0.084555
     0.245083   -0.085359
     0.256864   -0.086000
     0.268690   -0.086479
     0.280557   -0.086800
     0.292457   -0.086966
     0.304370   -0.086975
     0.316320   -0.086828
     0.328312   -0.086528
     0.340354   -0.086076
     0.352452   -0.085480
     0.364557   -0.084741
     0.376700   -0.083860
     0.388853   -0.082841
     0.401004   -0.081687
     0.413129   -0.080399
     0.425231   -0.078975
     0.437333   -0.077410
     0.449445   -0.075707
     0.461562   -0.073868
     0.473730   -0.071885
     0.485966   -0.069765
     0.498225   -0.067521
     0.510554   -0.065144
     0.522962   -0.062643
     0.535442   -0.060024
     0.547992   -0.057297
     0.560615   -0.054464
     0.573325   -0.051532
     0.586115   -0.048509
     0.599002   -0.045399
     0.612002   -0.042209
     0.625125   -0.038947
     0.638367   -0.035631
     0.651640   -0.032297
     0.664804   -0.029006
     0.677827   -0.025785
     0.690677   -0.022656
     0.703340   -0.019642
     0.715860   -0.016745
     0.728186   -0.013991
     0.740362   -0.011386
     0.752402   -0.008935
     0.764256   -0.006661
     0.776005   -0.004563
     0.787632   -0.002646
     0.799160   -0.000917
     0.810606    0.000620
     0.822020    0.001970
     0.833379    0.003129
     0.844699    0.004094
     0.855978    0.004864
     0.867213    0.005436
     0.878422    0.005807
     0.889621    0.005979
     0.900781    0.005952
     0.911936    0.005717
     0.923143    0.005279
     0.934398    0.004641
     0.945713    0.003810
     0.956978    0.002812
     0.967931    0.001684
     0.978116    0.000500
     0.986997   -0.000643
     0.994261   -0.001658
     1.000000   -0.002498
